User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category,Purchase
1003151,P0010636,M,26-35,15,C,4+,0,16,706
1007905,P0013775,M,18-25,14,C,3,1,14,9400
1003834,P0077957,M,26-35,8,C,1,0,18,4435
1003567,P0074591,M,18-25,16,A,3,1,9,13460
1002307,P0088561,M,36-45,20,C,3,0,14,17322
1009848,P0084816,F,26-35,11,A,3,1,13,1221
1003660,P0021351,M,18-25,7,B,4+,0,14,13823
1004730,P0065184,M,26-35,13,C,1,0,17,20449
1007207,P0079180,M,26-35,17,A,1,1,8,3441
1004162,P0091678,F,36-45,11,C,3,0,4,17820
1002140,P0083309,M,55+,13,C,0,1,9,1359
1009458,P0020778,F,0-17,19,B,2,1,11,23676
1002708,P0022501,F,36-45,4,B,0,0,7,17128
1004630,P0012108,F,26-35,0,B,4+,1,15,10520
1004211,P0046382,M,18-25,12,C,2,1,18,696
1007538,P0085787,M,0-17,13,A,0,0,5,6489
1001475,P0033341,M,46-50,1,B,1,0,16,19294
1008684,P0087214,M,26-35,15,A,0,0,12,4636
1002207,P0024367,M,55+,4,A,3,0,17,23253
1002960,P0079868,F,26-35,0,C,4+,0,15,16951
1001557,P0022002,F,18-25,11,B,0,1,7,9256
1001882,P0095820,M,36-45,18,C,0,1,12,9929
1005761,P0069949,M,51-55,9,B,2,0,17,19270
1006867,P0025700,F,46-50,11,B,3,1,7,11105
1007963,P0089305,M,36-45,18,A,2,1,11,24902
1008166,P0072543,M,26-35,15,C,4+,0,1,19292
1008929,P0039318,M,18-25,16,A,4+,0,17,22273
1006347,P0099859,F,18-25,12,B,3,1,7,311
1008269,P0037610,M,26-35,6,B,2,0,2,15495
1009125,P0082499,F,51-55,2,B,3,1,11,869
1003454,P0083374,M,36-45,4,B,2,0,16,24015
1005494,P0075226,M,46-50,3,B,1,1,15,15550
1002946,P0055167,M,26-35,14,A,3,1,8,14019
1003808,P0087779,M,36-45,16,B,4+,0,15,3358
1007642,P0037939,M,46-50,11,C,2,0,7,16743
1004825,P0071365,M,26-35,13,B,1,1,5,1854
1004536,P0077381,F,26-35,3,A,4+,1,8,10689
1007068,P0056710,M,36-45,16,B,2,1,2,145
1004802,P0026766,F,26-35,10,A,1,1,6,976
1005699,P0022780,F,55+,5,A,4+,0,4,24638
1002970,P0058458,F,26-35,3,B,4+,0,7,3017
1006806,P0066221,F,18-25,12,B,1,1,6,2055
1007142,P0011509,M,26-35,19,A,4+,0,5,2374
1003819,P0099493,M,26-35,14,B,2,0,5,7835
1001364,P0044346,F,26-35,17,C,2,1,18,1839
1005258,P0092799,F,18-25,16,C,4+,1,11,22150
1004119,P0056874,F,51-55,18,C,0,0,8,19674
1002863,P0036148,M,46-50,9,B,1,0,11,15413
1001115,P0041533,M,18-25,4,A,0,1,2,13649
1008084,P0088467,M,18-25,11,C,2,0,10,13512
1009016,P0011359,M,26-35,14,A,4+,0,7,16817
1003384,P0070313,M,36-45,3,A,3,1,12,1630
1004935,P0030344,M,26-35,7,B,3,0,2,655
1008742,P0079778,M,18-25,19,A,0,0,7,21307
1006442,P0030601,M,26-35,16,C,0,0,1,20517
1003490,P0029116,M,36-45,5,C,0,0,11,17647
1007980,P0066985,F,26-35,15,C,2,1,8,6128
1008661,P0040782,F,36-45,4,C,2,0,8,13310
1002724,P0059819,M,51-55,13,A,4+,0,14,9591
1009182,P0094416,M,18-25,1,C,2,0,13,13011
1003767,P0079035,F,26-35,16,B,4+,1,10,18504
1002137,P0054458,M,18-25,5,B,4+,1,17,7785
1005117,P0018080,M,18-25,10,A,0,1,6,6123
1004420,P0098743,M,18-25,1,C,3,0,14,23928
1006845,P0043957,M,26-35,0,C,0,0,8,3786
1005778,P0023908,M,46-50,4,A,2,1,7,18424
1004906,P0088287,M,26-35,7,A,1,0,5,20880
1004637,P0057482,M,26-35,3,A,2,1,6,19555
1003953,P0048314,M,18-25,18,B,3,0,8,7116
1006929,P0084921,M,26-35,4,B,2,0,3,3599
1001276,P0093768,M,18-25,4,C,3,0,9,20737
1002999,P0025831,M,26-35,15,B,1,0,10,7917
1002227,P0030125,M,26-35,17,B,1,1,1,9646
1007337,P0072451,M,51-55,10,C,4+,1,7,6125
1004735,P0055708,M,18-25,16,B,2,0,6,7676
1001695,P0027682,M,36-45,2,B,4+,1,13,6707
1005152,P0092824,M,0-17,17,C,0,0,7,7853
1008901,P0045794,M,36-45,3,C,0,1,8,23506
1008470,P0069372,M,26-35,18,A,0,0,5,4209
1008537,P0049477,M,46-50,8,A,0,1,12,3367
1003841,P0063863,M,26-35,4,A,0,1,6,15115
1005208,P0099941,M,26-35,3,B,2,1,15,23556
1009733,P0048737,M,26-35,15,B,4+,0,4,9527
1002088,P0012620,M,18-25,9,B,4+,0,17,14642
1004363,P0045057,M,26-35,8,C,3,0,14,5354
1001024,P0050138,M,46-50,15,A,0,0,7,4303
1007144,P0089390,F,26-35,19,B,1,1,13,5990
1006668,P0063024,M,36-45,16,B,3,1,10,21210
1005236,P0019677,M,26-35,17,B,3,0,18,11070
1009068,P0054111,M,26-35,14,B,2,0,2,12552
1003235,P0034074,M,26-35,19,C,3,1,12,22781
1008295,P0027824,F,18-25,8,A,1,0,13,20926
1009392,P0010765,M,26-35,5,A,4+,1,7,17532
1009448,P0055439,M,36-45,5,B,3,0,18,18443
1004747,P0058926,M,26-35,10,B,2,0,11,20182
1004175,P0046860,M,36-45,19,A,0,1,10,8641
1005897,P0022975,M,36-45,2,A,1,0,6,22159
1006037,P0084877,M,26-35,11,B,0,1,14,7991
1008427,P0087870,F,36-45,14,B,3,0,5,17962
1009605,P0091371,M,26-35,6,C,4+,0,6,18304
1003014,P0036548,M,26-35,17,B,2,1,9,15173
1002381,P0048736,M,26-35,14,A,1,1,5,9533
1002098,P0071562,M,18-25,7,B,4+,1,5,20414
1004426,P0050409,M,36-45,8,A,1,1,13,21849
1004655,P0094101,M,46-50,14,B,2,0,5,14748
1008938,P0019834,M,26-35,15,B,2,1,14,9167
1001187,P0010840,M,18-25,19,B,3,0,2,12012
1006409,P0089409,F,26-35,2,C,1,0,5,14201
1003092,P0041568,M,36-45,4,A,3,1,12,23087
1003130,P0020846,M,26-35,2,C,1,0,7,16041
1006242,P0015899,M,26-35,1,C,1,1,3,22270
1009549,P0096038,M,36-45,1,B,0,0,9,14691
1006647,P0076101,M,26-35,3,A,3,0,15,20185
1006185,P0048773,M,55+,2,B,1,0,15,11830
1006776,P0084723,M,26-35,8,B,1,0,8,9111
1008913,P0082762,M,55+,11,B,2,0,16,4009
1008547,P0014311,F,18-25,8,A,0,0,2,12308
1008823,P0066888,M,18-25,18,C,2,1,1,8500
1008355,P0051616,M,36-45,11,A,3,1,4,1984
1007465,P0062134,M,36-45,15,B,3,0,4,4602
1002497,P0016083,F,46-50,0,A,1,0,6,18612
1003555,P0022598,M,26-35,9,B,4+,0,3,7597
1006409,P0092476,M,51-55,9,C,2,0,8,8398
1003951,P0012580,F,18-25,3,B,3,0,2,10987
1002238,P0067395,M,18-25,10,A,1,0,17,10777
1005727,P0052321,M,26-35,10,C,1,1,12,20513
1004965,P0019386,M,36-45,10,C,2,0,12,1525
1006686,P0063171,M,36-45,5,C,1,0,15,4705
1004701,P0029522,F,26-35,14,C,0,1,18,18613
1003780,P0075532,F,26-35,1,B,4+,1,9,15127
1008398,P0024635,F,18-25,20,B,2,0,5,20540
1002588,P0010671,F,26-35,2,B,2,1,3,340
1003368,P0043545,M,26-35,4,A,2,1,17,24840
1006789,P0064079,F,36-45,10,B,1,1,12,17980
1001436,P0036855,M,36-45,20,C,1,1,14,13697
1003828,P0045790,M,51-55,11,B,2,0,8,15303
1002556,P0061012,M,18-25,2,C,2,1,9,16787
1008570,P0024260,M,26-35,8,B,0,1,2,21258
1008480,P0075139,F,26-35,2,C,3,1,2,17395
1001182,P0011074,M,36-45,1,B,0,1,16,5193
1008190,P0052676,M,26-35,5,C,2,0,11,6147
1007687,P0019475,M,51-55,5,B,1,1,10,11264
1006565,P0088414,F,26-35,16,A,1,1,8,19245
1008241,P0025120,M,18-25,7,A,2,0,7,705
1008651,P0033147,M,18-25,0,C,3,0,1,1138
1006575,P0011986,M,36-45,7,A,4+,1,10,506
1002589,P0042430,M,36-45,14,B,4+,1,5,1171
1009851,P0065479,M,18-25,17,B,0,0,8,24314
1001159,P0092966,M,18-25,12,B,3,0,9,20693
1007555,P0012176,F,26-35,7,C,4+,1,13,23082
1009244,P0094258,M,36-45,19,C,3,0,14,14304
1007846,P0094153,M,18-25,17,C,1,0,6,21105
1003307,P0071918,M,26-35,12,B,1,1,11,22572
1002228,P0037115,M,26-35,13,B,3,0,9,13209
1008226,P0087442,M,51-55,14,C,2,1,13,20927
1006590,P0050002,M,26-35,5,C,4+,1,4,14606
1007919,P0067124,M,36-45,0,C,4+,1,2,17936
1006585,P0016610,F,26-35,6,C,1,0,2,18937
1007046,P0059752,M,0-17,0,A,0,1,13,21983
1005945,P0088947,M,26-35,14,A,4+,0,1,21664
1008927,P0084716,M,18-25,5,C,1,0,6,6773
1008016,P0057993,M,36-45,4,C,1,0,8,3087
1008758,P0020073,M,26-35,11,C,3,0,17,19273
1006086,P0047251,M,0-17,2,B,3,0,3,11961
1008161,P0081437,F,18-25,19,B,3,1,6,300
1002884,P0048897,M,36-45,13,B,0,1,7,7925
1002809,P0060906,M,26-35,5,B,4+,1,15,22684
1004167,P0061616,F,26-35,3,B,0,1,6,14520
1007352,P0014482,M,26-35,14,C,0,0,18,2860
1007056,P0082936,M,51-55,16,A,3,0,10,5325
1003437,P0049574,M,26-35,4,B,1,0,4,5021
1007468,P0053284,M,36-45,5,B,2,0,5,3813
1006951,P0082932,M,18-25,9,B,1,0,18,22136
1006276,P0017338,M,18-25,8,B,1,1,10,9230
1009859,P0052718,F,26-35,3,C,1,0,10,3216
1008818,P0022500,M,26-35,8,A,1,1,10,3717
1005728,P0021545,M,36-45,7,A,0,0,7,21674
1003624,P0071480,M,26-35,2,C,3,0,14,9055
1006738,P0015241,M,26-35,19,B,3,0,8,19378
1005232,P0099314,M,36-45,0,A,1,1,9,4719
1006793,P0032821,M,18-25,19,B,2,0,5,23774
1005523,P0014695,M,18-25,4,B,4+,0,8,5288
1006571,P0087066,M,46-50,2,A,1,0,5,5066
1003224,P0024318,M,26-35,3,B,1,1,18,9561
1009389,P0060934,F,36-45,18,C,2,1,4,16442
1007091,P0032331,F,26-35,14,B,0,0,11,24024
1009662,P0062672,M,26-35,18,A,1,0,11,20677
1007361,P0086860,F,18-25,15,B,2,0,14,11132
1002948,P0078754,M,46-50,7,B,0,0,13,21925
1008094,P0095677,F,26-35,13,A,0,1,4,15254
1007318,P0012837,M,18-25,4,C,1,0,16,8965
1004796,P0050077,M,36-45,0,C,0,0,6,4704
1001234,P0089915,F,26-35,18,B,1,0,13,9233
1004607,P0014239,M,36-45,4,C,1,1,5,17426
1009043,P0096348,F,0-17,2,B,3,1,10,4571
1001522,P0039669,F,0-17,16,A,4+,0,5,3843
1006904,P0058624,F,18-25,6,B,4+,1,14,6383
1005888,P0085147,M,26-35,16,B,3,0,4,3936
1006832,P0014150,M,36-45,12,B,1,1,6,2528
1008122,P0021109,M,36-45,13,B,2,0,5,14838
1006842,P0036016,F,36-45,11,B,0,0,2,11666
1002316,P0021936,M,46-50,10,B,3,1,6,9481
1002124,P0021036,M,26-35,0,C,3,1,2,13148
1006621,P0049236,M,51-55,2,B,3,1,12,11245
1006423,P0024021,M,51-55,11,B,3,0,4,10605
1003587,P0046943,M,26-35,8,B,4+,0,13,3724
1006672,P0091007,M,18-25,1,B,1,0,17,15514
1002378,P0060016,F,36-45,13,B,3,1,6,7491
1004374,P0033244,M,26-35,4,A,3,0,3,24411
1002519,P0073027,F,36-45,2,B,3,1,13,2009
1006777,P0048985,M,18-25,11,B,2,0,3,2774
1008935,P0011502,M,26-35,11,B,2,0,9,3424
1007093,P0063836,M,26-35,20,C,0,1,4,22317
1009418,P0013770,M,18-25,6,B,1,0,2,2702
1006355,P0052865,M,26-35,0,C,3,0,5,22281
1005968,P0063811,F,18-25,2,C,0,1,8,254
1006574,P0014001,M,26-35,10,C,0,0,2,19158
1005072,P0070848,M,46-50,12,C,1,1,5,12157
1003257,P0062635,M,26-35,9,B,2,0,6,11933
1009588,P0030946,M,36-45,18,B,1,1,7,10671
1005424,P0076134,M,18-25,3,A,0,0,13,20987
1004237,P0053744,M,36-45,4,C,1,0,9,1627
1004893,P0049159,M,51-55,10,B,2,1,7,725
1003005,P0033671,F,26-35,8,B,0,0,4,17169
1003016,P0026450,M,51-55,12,C,1,0,5,9757
1002772,P0024908,M,26-35,16,B,3,0,3,16448
1009353,P0067275,M,26-35,14,B,3,1,17,21693
1004976,P0054358,F,51-55,12,B,1,0,13,12528
1002751,P0059047,M,18-25,20,C,1,0,1,17353
1009967,P0045518,F,0-17,10,C,2,0,5,3177
1008430,P0067813,M,26-35,0,C,0,1,9,1004
1008170,P0016806,M,36-45,7,C,1,0,4,13751
1007469,P0050891,M,36-45,4,A,0,0,10,2122
1004220,P0093551,F,18-25,15,C,3,0,14,1342
1001539,P0049220,M,51-55,3,B,0,1,10,10918
1002461,P0027158,F,36-45,18,C,4+,0,1,2811
1006184,P0090992,M,51-55,17,A,2,0,17,1394
1009547,P0037588,F,26-35,1,B,2,0,15,11077
1001234,P0072576,M,36-45,12,C,0,0,6,12450
1002548,P0098027,M,46-50,15,B,2,1,7,6037
1008480,P0034188,M,26-35,7,B,0,1,1,9155
1005213,P0068830,M,55+,18,C,0,0,5,1656
1002673,P0014019,M,26-35,2,B,3,0,7,18786
1007708,P0022419,M,26-35,18,B,0,1,2,17220
1008982,P0043697,M,51-55,16,B,2,0,3,14561
1003100,P0094932,M,55+,8,A,4+,0,2,17262
1004748,P0017973,M,26-35,20,C,1,0,16,5625
1004173,P0096649,M,18-25,20,A,2,0,17,22317
1002815,P0021136,M,36-45,16,B,4+,0,12,13007
1004841,P0094739,M,51-55,0,B,2,0,5,7625
1009016,P0072502,M,26-35,3,B,4+,1,4,12475
1008011,P0041285,M,36-45,14,B,2,1,16,4884
1005493,P0033039,F,36-45,11,B,1,0,18,8135
1001674,P0076720,F,18-25,16,C,3,1,13,21220
1009088,P0098263,M,55+,11,C,3,1,9,24484
1009578,P0069155,M,26-35,15,C,1,0,16,23074
1003158,P0026911,M,36-45,12,B,2,0,3,6894
1003661,P0010916,M,26-35,10,B,4+,0,17,4832
1003064,P0069052,M,26-35,14,A,0,0,10,621
1004253,P0079110,M,36-45,15,B,2,0,4,5797
1005979,P0027790,M,55+,5,C,1,0,1,2947
1008703,P0093161,M,36-45,10,B,3,0,16,4211
1009931,P0015206,M,36-45,14,B,3,0,11,22878
1002401,P0095053,M,0-17,4,B,2,0,8,13181
1004259,P0059950,M,46-50,2,B,4+,1,5,12747
1004923,P0066361,M,26-35,1,A,1,0,8,8522
1005214,P0071451,M,18-25,0,B,1,0,18,23904
1004227,P0047696,F,18-25,14,B,4+,1,15,8219
1003745,P0091641,F,36-45,1,B,4+,1,18,6849
1007091,P0078226,M,55+,19,B,2,1,13,11756
1004866,P0056728,M,36-45,5,C,2,0,15,618
1006818,P0065401,M,26-35,11,C,3,1,13,8775
1003222,P0076226,M,18-25,20,C,3,1,3,10404
1003792,P0035103,M,26-35,15,B,4+,0,12,10558
1005063,P0044263,M,18-25,13,B,0,1,12,3951
1002524,P0086621,M,26-35,3,C,0,0,10,13619
1009224,P0060044,M,36-45,7,A,0,0,1,6955
1007198,P0067730,F,55+,11,A,1,0,6,12156
1005025,P0035825,F,26-35,13,B,2,1,13,5104
1003566,P0086256,M,18-25,19,B,4+,1,1,22028
1003803,P0047271,M,46-50,12,A,3,0,6,9057
1004709,P0087256,M,36-45,4,C,0,1,1,16139
1007155,P0056732,M,46-50,11,B,3,1,17,3460
1001719,P0076433,M,26-35,9,B,2,1,17,13318
1007516,P0092630,F,26-35,20,B,4+,1,11,22536
1005579,P0033572,M,55+,18,B,0,0,12,6858
1001972,P0048546,F,18-25,12,A,0,0,13,1087
1004718,P0025150,M,36-45,8,A,4+,0,18,8307
1008395,P0064165,F,26-35,10,B,3,1,1,23979
1005402,P0073690,M,26-35,4,C,2,1,3,14980
1005552,P0063664,M,36-45,12,B,2,1,17,23576
1003207,P0092335,M,26-35,9,B,2,0,7,9862
1005426,P0085199,M,36-45,17,B,3,1,17,13513
1007919,P0046948,M,26-35,14,B,3,1,16,4527
1009835,P0047030,M,55+,19,B,0,0,12,178
1009386,P0037007,M,26-35,11,A,3,1,8,18302
1009680,P0086772,M,18-25,3,C,1,0,11,9336
1003204,P0032024,M,26-35,4,B,4+,0,3,15358
1006345,P0049384,M,36-45,7,C,3,0,12,9903
1004276,P0092912,M,46-50,4,B,2,0,4,531
1002102,P0028157,M,26-35,0,C,3,0,9,13436
1006243,P0095481,M,26-35,17,B,0,0,17,14738
1007614,P0098553,M,46-50,18,A,4+,0,16,14229
1009707,P0011756,M,46-50,18,C,4+,1,12,15524
1006223,P0078112,M,36-45,9,B,2,0,15,20834
1009584,P0068051,M,46-50,8,A,4+,0,15,8563
1001630,P0074595,F,26-35,0,A,1,0,1,14434
1007683,P0088210,M,0-17,19,C,4+,0,3,15415
1001277,P0053094,M,18-25,2,C,2,0,2,4531
1001232,P0097889,M,55+,12,C,4+,0,17,9049
1006690,P0014535,F,18-25,5,C,3,1,12,4403
1008659,P0066035,M,26-35,5,B,0,0,5,8405
1001025,P0057367,M,51-55,17,B,3,0,11,21635
1008468,P0027118,M,18-25,4,B,1,0,15,5116
1007410,P0069812,M,46-50,16,C,1,0,7,2062
1009652,P0069884,M,46-50,2,B,0,1,8,3165
1004764,P0076168,M,55+,4,C,0,0,10,4048
1007599,P0023280,M,26-35,2,A,0,1,6,7771
1006102,P0024746,F,26-35,12,C,0,0,15,7206
1008006,P0063251,M,51-55,14,B,4+,1,10,14788
1004483,P0094821,M,26-35,16,C,3,1,17,17412
1002994,P0093583,M,26-35,14,A,1,0,6,5522
1009682,P0020207,M,36-45,4,A,4+,0,6,13529
1002072,P0081127,F,26-35,13,A,0,0,14,10374
1007707,P0037757,F,51-55,10,B,2,0,13,3015
1001215,P0026226,F,36-45,13,B,2,0,13,21871
1008605,P0071407,F,18-25,6,C,3,1,9,14299
1003606,P0037206,M,18-25,2,B,1,1,9,10383
1009350,P0030256,M,18-25,19,A,1,0,8,9489
1005781,P0043822,M,26-35,9,A,3,1,10,297
1004313,P0051340,M,36-45,10,A,0,1,4,9148
1008763,P0062234,F,18-25,5,C,0,0,3,20881
1006939,P0053351,M,26-35,4,C,1,1,13,20984
1003295,P0058671,M,51-55,19,C,1,1,8,23349
1006685,P0085320,F,26-35,12,B,1,1,9,16279
1002696,P0045157,M,26-35,11,A,0,0,14,945
1002946,P0029937,F,51-55,18,A,2,0,1,6390
1003783,P0064290,M,26-35,18,B,3,1,14,18231
1004644,P0056707,M,51-55,20,C,3,0,12,21991
1006241,P0021219,M,36-45,4,A,4+,1,4,5065
1007420,P0019399,M,36-45,19,A,4+,0,4,445
1008557,P0037657,M,36-45,20,C,2,0,13,16639
1003645,P0030047,M,26-35,8,B,1,0,16,16047
1007589,P0086095,F,46-50,3,B,2,0,11,5661
1007353,P0095693,M,46-50,14,C,4+,0,3,23853
1002932,P0082154,M,26-35,2,A,4+,1,2,21516
1002757,P0054891,M,26-35,6,C,3,0,3,8433
1006085,P0016780,F,46-50,19,A,2,0,17,16587
1006637,P0037050,M,26-35,19,A,0,1,1,17722
1002116,P0083551,M,46-50,13,B,4+,0,11,12341
1001492,P0078666,M,36-45,13,A,3,0,16,23960
1009811,P0092016,M,26-35,8,B,1,0,10,20687
1008888,P0063010,F,18-25,2,C,2,0,6,3631
1007474,P0048165,M,26-35,8,B,4+,0,2,16269
1005958,P0021528,M,26-35,20,B,0,1,7,3975
1003743,P0059608,F,26-35,3,B,4+,0,17,24599
1008866,P0015914,M,36-45,16,A,0,1,8,17736
1008160,P0047136,F,36-45,5,C,2,0,13,7179
1006451,P0021179,M,36-45,15,C,0,1,4,13014
1006258,P0096008,M,46-50,17,A,0,1,11,7209
1009548,P0022076,M,26-35,12,B,3,0,2,24883
1008186,P0034783,F,36-45,6,B,2,0,8,15137
1007102,P0056716,M,18-25,2,A,4+,1,18,22124
1001619,P0060298,M,26-35,5,B,1,1,8,11982
1001882,P0064304,M,26-35,2,B,2,0,11,18246
1009988,P0089360,M,26-35,11,A,2,0,5,9009
1004642,P0079835,M,26-35,4,A,1,1,7,12200
1002296,P0018118,M,18-25,16,C,4+,0,4,1528
1009436,P0086292,M,26-35,9,B,3,0,10,20760
1003895,P0066911,M,55+,6,A,4+,1,6,24489
1007593,P0083489,M,26-35,3,C,1,0,13,17124
1001929,P0025185,F,36-45,9,C,4+,0,16,1922
1006366,P0051792,M,26-35,6,B,2,1,2,5904
1009711,P0090210,M,26-35,10,C,3,1,15,19532
1004212,P0060613,F,18-25,20,C,0,0,8,19711
1003409,P0043927,M,26-35,7,B,4+,1,17,18403
1009199,P0010386,M,36-45,7,B,0,1,14,15561
1004423,P0082728,M,26-35,4,C,3,0,18,14551
1007976,P0086281,M,18-25,4,A,0,0,14,8762
1008594,P0040020,M,26-35,6,B,4+,1,4,22283
1006158,P0052678,M,26-35,3,B,1,0,1,20583
1004667,P0096695,M,36-45,1,B,2,0,6,6237
1006973,P0071394,M,26-35,18,B,2,1,5,6441
1007236,P0078945,M,26-35,1,B,0,1,15,10543
1009277,P0066414,F,26-35,15,A,2,1,16,7663
1003468,P0064816,F,0-17,11,B,2,1,8,9693
1007217,P0065918,M,26-35,14,B,1,0,6,12970
1004619,P0072694,M,26-35,9,C,0,1,5,12991
1002636,P0039455,M,26-35,5,B,1,0,6,10012
1009155,P0048735,F,36-45,12,B,1,0,1,15003
1004583,P0022109,M,36-45,5,C,3,0,14,678
1005009,P0055802,M,26-35,1,A,0,0,15,5104
1004326,P0078020,M,26-35,13,A,1,0,6,10775
1009148,P0044622,M,26-35,17,B,4+,0,5,2700
1003217,P0012597,M,36-45,5,A,2,1,16,14382
1005967,P0050597,M,18-25,18,B,0,0,9,9034
1003369,P0050954,M,51-55,13,A,3,0,15,22266
1004638,P0079519,M,26-35,12,A,1,0,8,4370
1006722,P0066115,M,26-35,7,B,4+,1,8,12196
1005444,P0053151,M,36-45,4,C,2,1,4,16197
1008618,P0027040,M,18-25,12,C,2,0,2,13314
1004947,P0054772,M,26-35,5,C,4+,1,16,2130
1002676,P0073832,M,26-35,18,A,0,0,3,5959
1002196,P0037916,F,18-25,10,B,2,1,9,19591
1003787,P0054871,F,46-50,15,A,2,0,4,7281
1008432,P0036372,M,36-45,4,B,2,0,2,13315
1008927,P0071707,M,18-25,11,C,1,0,15,18712
1004318,P0049080,F,26-35,16,B,1,1,7,13823
1009858,P0052722,M,18-25,1,A,2,0,8,19748
1007689,P0039048,M,46-50,9,B,3,0,3,12690
1003176,P0095205,M,26-35,14,A,2,1,15,18218
1004743,P0019777,M,26-35,18,B,0,0,1,5043
1009792,P0064711,F,26-35,19,B,3,1,16,14681
1005422,P0046331,M,26-35,16,B,0,0,3,21507
1004824,P0030968,M,36-45,18,C,4+,0,2,10747
1003451,P0063969,M,36-45,18,B,4+,1,15,20593
1001628,P0021292,M,26-35,12,C,1,1,4,9746
1008778,P0050794,M,36-45,12,C,1,1,14,2226
1004696,P0089459,M,26-35,15,B,1,0,9,20439
1004674,P0060192,M,0-17,20,B,4+,1,9,8292
1004929,P0037703,F,18-25,2,A,0,0,14,5183
1003765,P0094193,F,26-35,3,B,3,0,15,23414
1005369,P0079165,F,36-45,6,B,1,1,5,16348
1009307,P0077650,M,51-55,2,A,4+,0,2,6709
1005956,P0066516,F,0-17,8,B,1,0,17,7778
1001692,P0032257,M,26-35,7,C,2,1,11,10834
1004162,P0093509,M,26-35,17,C,3,0,13,10160
1002105,P0061672,M,46-50,20,B,0,0,12,11478
1004008,P0073308,M,46-50,13,B,1,0,3,13858
1003161,P0087583,M,18-25,19,C,2,1,13,17191
1009345,P0032113,M,36-45,4,B,2,0,15,13717
1004699,P0010694,M,36-45,2,A,3,0,11,11687
1004786,P0025588,M,18-25,9,B,4+,0,16,19315
1005200,P0071756,M,26-35,10,C,4+,0,7,14369
1002913,P0074085,M,36-45,16,A,1,1,1,3761
1006520,P0071142,F,0-17,7,B,1,0,18,11675
1002772,P0074373,M,26-35,8,B,4+,0,9,4209
1003780,P0095603,M,18-25,7,C,0,1,18,10448
1008423,P0016704,M,26-35,19,C,0,0,3,12201
1003871,P0050136,F,46-50,1,B,2,1,3,2190
1001660,P0077507,M,26-35,3,C,3,0,4,11164
1007242,P0057361,M,18-25,15,A,0,1,16,12862
1002132,P0068847,F,0-17,8,A,1,0,11,1198
1001699,P0021441,M,26-35,8,C,0,1,15,2050
1008470,P0024677,M,26-35,20,B,3,1,9,3478
1007297,P0037818,M,26-35,4,A,1,1,8,20308
1008812,P0011868,M,18-25,2,B,3,1,6,10844
1005557,P0093591,M,36-45,13,C,4+,1,18,19366
1003179,P0077264,M,46-50,14,C,3,0,6,6323
1009275,P0083168,M,46-50,5,C,3,0,6,14095
1002422,P0022043,M,26-35,15,B,3,1,12,2110
1004180,P0081939,M,36-45,9,C,1,1,5,593
1005316,P0025732,M,26-35,13,B,3,0,14,24597
1007696,P0065244,M,36-45,11,B,3,0,6,18335
1001614,P0028526,M,18-25,8,C,2,0,14,5478
1005570,P0019340,M,36-45,18,B,1,0,1,23131
1001270,P0032394,M,26-35,11,A,3,1,7,23979
1003468,P0014102,M,46-50,12,B,0,1,7,15061
1004607,P0029159,M,36-45,12,B,3,0,14,5043
1004075,P0075092,M,26-35,16,A,0,0,16,10450
1001289,P0016212,F,51-55,1,A,4+,0,12,14233
1009120,P0047405,M,26-35,19,B,4+,0,11,21120
1007614,P0087061,M,55+,8,A,1,0,18,10586
1004252,P0065186,M,36-45,20,C,1,1,12,23872
1008415,P0054239,M,55+,7,B,4+,0,10,23234
1007771,P0020532,M,18-25,6,A,1,0,5,21325
1001278,P0089054,M,26-35,4,C,0,0,2,13891
1001580,P0082012,M,36-45,18,C,0,1,10,13435
1005958,P0095279,M,51-55,2,A,2,1,16,5891
1009445,P0076540,M,0-17,12,A,1,0,6,24916
1005276,P0013271,M,0-17,5,C,1,0,6,13763
1008997,P0055482,M,26-35,10,B,2,1,12,11194
1005776,P0010209,M,46-50,3,C,3,0,9,2500
1001824,P0015539,F,36-45,2,B,0,1,17,24001
1004832,P0029977,M,26-35,3,A,3,0,10,24769
1009891,P0084142,M,0-17,2,A,2,1,8,3498
1006445,P0078684,F,26-35,12,A,1,0,9,20494
1002380,P0015607,M,26-35,14,C,3,1,7,20632
1007534,P0095122,M,36-45,11,C,1,1,10,12757
1004156,P0061939,F,26-35,14,C,2,0,1,4068
1005307,P0028594,M,36-45,10,C,4+,0,11,15553
1006634,P0068382,M,46-50,10,C,1,0,10,10949
1009575,P0017399,M,26-35,12,B,3,1,2,2777
1006810,P0035117,M,26-35,11,C,3,0,14,18889
1009533,P0043617,F,36-45,5,A,2,0,12,10400
1006934,P0017498,M,26-35,19,B,3,0,4,24130
1004109,P0060624,F,51-55,18,B,0,1,13,17759
1005082,P0019628,M,18-25,18,C,1,0,10,13147
1004240,P0010329,M,46-50,2,B,0,0,2,13163
1007028,P0048619,M,18-25,15,C,2,1,17,7415
1002849,P0017032,M,18-25,8,B,0,1,10,9361
1009497,P0058094,M,26-35,13,C,0,0,16,1241
1003749,P0048034,M,51-55,2,C,1,0,9,1666
1007680,P0096158,F,55+,2,A,1,0,11,7480
1001205,P0065264,F,18-25,19,C,4+,0,6,6397
1008352,P0057850,M,18-25,6,B,0,0,4,24098
